"season","posteam","offense_rank","opponent","defense_rank","week","game_id","home","player_id","full_name","position","pass_attempt","rec_attempt","rush_attempt","pass_completions","receptions","pass_yards_gained","rec_yards_gained","rush_yards_gained","pass_touchdown","rec_touchdown","rush_touchdown","pass_two_point_conv","rec_two_point_conv","rush_two_point_conv","pass_interception","rec_fumble_lost","total_fantasy_points","total_fantasy_points_exp","seasonavg_pass_attempt","seasonavg_rec_attempt","seasonavg_rush_attempt","seasonavg_pass_completions","seasonavg_receptions","seasonavg_pass_yards_gained","seasonavg_rec_yards_gained","seasonavg_rush_yards_gained","seasonavg_pass_touchdown","seasonavg_rec_touchdown","seasonavg_rush_touchdown","seasonavg_pass_two_point_conv","seasonavg_rec_two_point_conv","seasonavg_rush_two_point_conv","seasonavg_pass_interception","seasonavg_rec_fumble_lost","seasonavg_total_fantasy_points","last4avg_pass_attempt","last4avg_rec_attempt","last4avg_rush_attempt","last4avg_pass_completions","last4avg_receptions","last4avg_pass_yards_gained","last4avg_rec_yards_gained","last4avg_rush_yards_gained","last4avg_pass_touchdown","last4avg_rec_touchdown","last4avg_rush_touchdown","last4avg_pass_two_point_conv","last4avg_rec_two_point_conv","last4avg_rush_two_point_conv","last4avg_pass_interception","last4avg_rec_fumble_lost","last4avg_total_fantasy_points","lastweek_pass_attempt","lastweek_rec_attempt","lastweek_rush_attempt","lastweek_pass_completions","lastweek_receptions","lastweek_pass_yards_gained","lastweek_rec_yards_gained","lastweek_rush_yards_gained","lastweek_pass_touchdown","lastweek_rec_touchdown","lastweek_rush_touchdown","lastweek_pass_two_point_conv","lastweek_rec_two_point_conv","lastweek_rush_two_point_conv","lastweek_pass_interception","lastweek_rec_fumble_lost","lastweek_total_fantasy_points","depth_position"
"2023","MIA",1,"NE",23,8,"2023_08_NE_MIA",1,"00-0035125","Alec Ingold","RB",0,2,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1.5,2.8,0,1.5,0,0,1.5,0,28.5,0,0,0,0,0,0,0,0,0,4.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,23,0,0,0,0,0,0,0,0,0,3.3,"FB"
"2023","MIA",1,"NE",23,8,"2023_08_NE_MIA",1,"00-0034419","Braxton Berrios","WR",0,3,0,0,2,0,8,0,0,0,0,0,0,0,0,0,2.8,4.78,0,3.14285714285714,0.142857142857143,0,2.57142857142857,0,26.5714285714286,1.57142857142857,0,0.142857142857143,0,0,0,0,0,0,6.24285714285714,0,3,0.25,0,2.75,0,20.75,2.75,0,0.25,0,0,0,0,0,0,6.6,0,2,0,0,1,0,7,0,0,0,0,0,0,0,0,0,1.7,"KR"
"2023","MIA",1,"NE",23,8,"2023_08_NE_MIA",1,"00-0034419","Braxton Berrios","WR",0,3,0,0,2,0,8,0,0,0,0,0,0,0,0,0,2.8,4.78,0,3.14285714285714,0.142857142857143,0,2.57142857142857,0,26.5714285714286,1.57142857142857,0,0.142857142857143,0,0,0,0,0,0,6.24285714285714,0,3,0.25,0,2.75,0,20.75,2.75,0,0.25,0,0,0,0,0,0,6.6,0,2,0,0,1,0,7,0,0,0,0,0,0,0,0,0,1.7,"PR"
"2023","MIA",1,"NE",23,8,"2023_08_NE_MIA",1,"00-0034419","Braxton Berrios","WR",0,3,0,0,2,0,8,0,0,0,0,0,0,0,0,0,2.8,4.78,0,3.14285714285714,0.142857142857143,0,2.57142857142857,0,26.5714285714286,1.57142857142857,0,0.142857142857143,0,0,0,0,0,0,6.24285714285714,0,3,0.25,0,2.75,0,20.75,2.75,0,0.25,0,0,0,0,0,0,6.6,0,2,0,0,1,0,7,0,0,0,0,0,0,0,0,0,1.7,"WR"
"2023","MIA",1,"NE",23,8,"2023_08_NE_MIA",1,"00-0036613","Jaylen Waddle","WR",0,12,0,0,7,0,121,0,0,1,0,0,0,0,0,0,25.1,21.46,0,6.83333333333333,0.166666666666667,0,5,0,59.8333333333333,-0.333333333333333,0,0.333333333333333,0,0,0,0,0,0,12.95,0,7.5,0,0,5.5,0,48.75,0,0,0.5,0,0,0,0,0,0,13.375,0,6,0,0,6,0,63,0,0,0,0,0,0,0,0,0,12.3,"
    "
"2023","MIA",1,"NE",23,8,"2023_08_NE_MIA",1,"00-0036613","Jaylen Waddle","WR",0,12,0,0,7,0,121,0,0,1,0,0,0,0,0,0,25.1,21.46,0,6.83333333333333,0.166666666666667,0,5,0,59.8333333333333,-0.333333333333333,0,0.333333333333333,0,0,0,0,0,0,12.95,0,7.5,0,0,5.5,0,48.75,0,0,0.5,0,0,0,0,0,0,13.375,0,6,0,0,6,0,63,0,0,0,0,0,0,0,0,0,12.3,"
    "
"2023","MIA",1,"NE",23,8,"2023_08_NE_MIA",1,"00-0036613","Jaylen Waddle","WR",0,12,0,0,7,0,121,0,0,1,0,0,0,0,0,0,25.1,21.46,0,6.83333333333333,0.166666666666667,0,5,0,59.8333333333333,-0.333333333333333,0,0.333333333333333,0,0,0,0,0,0,12.95,0,7.5,0,0,5.5,0,48.75,0,0,0.5,0,0,0,0,0,0,13.375,0,6,0,0,6,0,63,0,0,0,0,0,0,0,0,0,12.3,"WR"
"2023","MIA",1,"NE",23,8,"2023_08_NE_MIA",1,"00-0036326","Chase Claypool","WR",0,2,0,0,1,0,15,0,0,0,0,0,0,0,0,0,2.5,3.22,0,4.66666666666667,0,0,1.33333333333333,0,17,0,0,0.333333333333333,0,0,0,0,0,0,5.03333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,0,1,0,15,0,0,0,0,0,0,0,0,0,2.5,"WR"
"2023","NE",25,"MIA",8,8,"2023_08_NE_MIA",0,"00-0033439","Pharaoh Brown","TE",0,2,0,0,2,0,33,0,0,0,0,0,0,0,0,0,5.3,3.81,0,1.66666666666667,0,0,1.66666666666667,0,45.6666666666667,0,0,0.333333333333333,0,0,0,0,0,0,8.23333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,2,0,51,0,0,0,0,0,0,0,0,0,7.1,"TE"
"2023","NE",25,"MIA",8,8,"2023_08_NE_MIA",0,"00-0036875","Rhamondre Stevenson","RB",0,4,10,0,2,0,11,39,0,0,0,0,0,0,0,0,7,11.63,0,4.28571428571429,12.4285714285714,0,3.28571428571429,0,23.1428571428571,38.2857142857143,0,0,0.285714285714286,0,0,0,0,0,11.1428571428571,0,4.25,10.25,0,3.25,0,21.25,33.5,0,0,0.25,0,0,0,0,0,10.225,0,6,9,0,6,0,51,34,0,0,0,0,0,0,0,0,14.5,"RB"
"2023","MIA",1,"NE",23,8,"2023_08_NE_MIA",1,"00-0034798","Durham Smythe","TE",0,3,0,0,3,0,28,0,0,0,0,0,0,0,0,0,5.8,6.44,0,3.2,0,0,2.2,0,24.6,0,0,0,0,0,0,0,0,0,4.66,0,2.25,0,0,2,0,19.75,0,0,0,0,0,0,0,0,0,3.975,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TE"
"2023","MIA",1,"NE",23,8,"2023_08_NE_MIA",1,"00-0033040","Tyreek Hill","WR",0,13,0,0,8,0,112,0,0,1,0,0,0,0,0,0,25.2,28.61,0,10.5714285714286,0.142857142857143,0,7.57142857142857,0,128.857142857143,2,0,1,0,0,0,0,0,0,26.6571428571429,0,9.75,0.25,0,7,0,122.5,3.5,0,0.75,0,0,0,0,0,0,24.1,0,15,0,0,11,0,88,0,0,1,0,0,0,0,0,0,25.8,"WR"
"2023","MIA",1,"NE",23,8,"2023_08_NE_MIA",1,"00-0033040","Tyreek Hill","WR",0,13,0,0,8,0,112,0,0,1,0,0,0,0,0,0,25.2,28.61,0,10.5714285714286,0.142857142857143,0,7.57142857142857,0,128.857142857143,2,0,1,0,0,0,0,0,0,26.6571428571429,0,9.75,0.25,0,7,0,122.5,3.5,0,0.75,0,0,0,0,0,0,24.1,0,15,0,0,11,0,88,0,0,1,0,0,0,0,0,0,25.8,"
    "
"2023","NE",25,"MIA",8,8,"2023_08_NE_MIA",0,"00-0033307","Kendrick Bourne","WR",0,4,0,0,3,0,36,0,0,1,0,0,0,0,0,0,12.6,5.79,0,7.28571428571429,0.142857142857143,0,4.85714285714286,0,52.8571428571429,0.571428571428571,0,0.428571428571429,0,0,0,0,0,0.142857142857143,12.4857142857143,0,6.5,0.25,0,5,0,57.75,1,0,0.25,0,0,0,0,0,0.25,11.875,0,7,0,0,6,0,63,0,0,1,0,0,0,0,0,1,16.3,"WR"
"2023","MIA",1,"NE",23,8,"2023_08_NE_MIA",1,"00-0038720","Julian Hill","TE",0,2,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1.4,3.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TE"
"2023","MIA",1,"NE",23,8,"2023_08_NE_MIA",1,"00-0036020","Salvon Ahmed","RB",0,4,2,0,4,0,16,1,0,0,0,0,0,0,0,0,5.7,8.61,0,3.25,3.5,0,1.75,0,9.75,12.5,0,0,0.25,0,0,0,0,0,5.475,0,3.25,3.5,0,1.75,0,9.75,12.5,0,0,0.25,0,0,0,0,0,5.475,0,2,2,0,1,0,0,3,0,0,0,0,0,0,0,0,1.3,"RB"
"2023","MIA",1,"NE",23,8,"2023_08_NE_MIA",1,"00-0036020","Salvon Ahmed","RB",0,4,2,0,4,0,16,1,0,0,0,0,0,0,0,0,5.7,8.61,0,3.25,3.5,0,1.75,0,9.75,12.5,0,0,0.25,0,0,0,0,0,5.475,0,3.25,3.5,0,1.75,0,9.75,12.5,0,0,0.25,0,0,0,0,0,5.475,0,2,2,0,1,0,0,3,0,0,0,0,0,0,0,0,1.3,"
    "
"2023","MIA",1,"NE",23,8,"2023_08_NE_MIA",1,"00-0034418","Ced Wilson","WR",0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,7.1,4.44,0,3,0,0,2.33333333333333,0,38.6666666666667,0,0,0,0,0,0,0,0,0,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,2,0,48,0,0,0,0,0,0,0,0,0,6.8,"PR"
"2023","MIA",1,"NE",23,8,"2023_08_NE_MIA",1,"00-0034418","Ced Wilson","WR",0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,7.1,4.44,0,3,0,0,2.33333333333333,0,38.6666666666667,0,0,0,0,0,0,0,0,0,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,2,0,48,0,0,0,0,0,0,0,0,0,6.8,"WR"
"2023","NE",25,"MIA",8,8,"2023_08_NE_MIA",0,"00-0031547","DeVante Parker","WR",0,2,0,0,1,0,14,0,0,0,0,0,0,0,0,0,2.4,2.76,0,3.83333333333333,0,0,2.33333333333333,0,24,0,0,0,0,0,0,0,0,0,4.73333333333333,0,3,0,0,1.5,0,17,0,0,0,0,0,0,0,0,0,3.2,0,1,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1.8,"WR"
"2023","NE",25,"MIA",8,8,"2023_08_NE_MIA",0,"00-0036387","Jalen Reagor","WR",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19,0,1,0,0,1,0,11,0,0,0,0,0,0,0,0,0,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,11,0,0,0,0,0,0,0,0,0,2.1,NA
"2023","MIA",1,"NE",23,8,"2023_08_NE_MIA",1,"00-0034115","Jeff Wilson","RB",0,2,5,0,2,0,14,23,0,0,0,0,0,0,0,0,5.7,5.51,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1.4,NA
"2023","NE",25,"MIA",8,8,"2023_08_NE_MIA",0,"00-0034829","Mike Gesicki","TE",0,3,0,0,2,0,11,0,0,0,0,0,0,0,0,0,3.1,4.69,0,3.14285714285714,0,0,2.42857142857143,0,21.2857142857143,0,0,0.142857142857143,0,0,0,0,0,0,5.41428571428571,0,3,0,0,2,0,15.5,0,0,0.25,0,0,0,0,0,0,5.05,0,2,0,0,2,0,5,0,0,1,0,0,0,0,0,0,8.5,"TE"
"2023","NE",25,"MIA",8,8,"2023_08_NE_MIA",0,"00-0033857","JuJu Smith-Schuster","WR",0,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,7.3,3.12,0,5,0,0,2.8,0,17.2,0,0,0,0,0,0,0,0,0,4.52,0,4.5,0,0,2.5,0,13.25,0,0,0,0,0,0,0,0,0,3.825,0,4,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3.6,"WR"
"2023","IND",7,"NO",29,8,"2023_08_NO_IND",1,"00-0035289","Gardner Minshew","QB",41,0,1,23,0,213,0,3,2,0,0,0,0,0,1,0,14.82,17.39,26.8333333333333,0,1.5,17.5,0,197.833333333333,0,6.16666666666667,0.833333333333333,0,0.333333333333333,0,0,0,0.666666666666667,0,12.53,34,0,1.75,21.5,0,254,0,8.5,1,0,0.5,0,0,0,1,0,16.01,23,0,3,15,0,305,0,29,2,0,2,0,0,0,1,0,33.1,"QB"
"2023","IND",7,"NO",29,8,"2023_08_NO_IND",1,"00-0036252","Michael Pittman","WR",0,13,0,0,8,0,40,0,0,1,0,0,0,0,0,0,18,23.22,0,9.28571428571429,0,0,6,0,69.8571428571429,0,0,0.285714285714286,0,0,0.142857142857143,0,0,0,14.9857142857143,0,7.75,0,0,4.25,0,64.75,0,0,0.25,0,0,0.25,0,0,0,12.725,0,5,0,0,2,0,83,0,0,1,0,0,0,0,0,0,16.3,"WR"
"2023","NO",18,"IND",7,8,"2023_08_NO_IND",0,"00-0031280","Derek Carr","QB",27,0,1,19,0,310,0,-1,2,0,0,0,0,0,0,0,20.3,12.38,36.4285714285714,0,2,23.2857142857143,0,228.571428571429,0,3,0.857142857142857,0,0,0.142857142857143,0,0,0.571428571428571,0,12.0142857142857,42,0,2,26.5,0,241,0,5.25,1,0,0,0.25,0,0,0.5,0,13.665,55,0,3,33,0,301,0,14,1,0,0,1,0,0,1,0,17.44,"QB"
"2023","NO",18,"IND",7,8,"2023_08_NO_IND",0,"00-0032765","Michael Thomas","WR",0,7,0,0,4,0,68,0,0,0,0,0,0,0,0,0,10.8,10.9,0,7.71428571428571,0,0,4.85714285714286,0,53,0,0,0.142857142857143,0,0,0,0,0,0,11.0142857142857,0,7,0,0,4,0,51.25,0,0,0.25,0,0,0,0,0,0,10.625,0,7,0,0,3,0,42,0,0,1,0,0,0,0,0,0,13.2,"WR"
"2023","NO",18,"IND",7,8,"2023_08_NO_IND",0,"00-0033906","Alvin Kamara","RB",0,5,17,0,4,0,51,59,0,1,1,0,0,0,0,0,27,17.8,0,9.75,17.25,0,8.75,0,44.25,65.25,0,0,0.25,0,0.25,0,0,0,21.7,0,9.75,17.25,0,8.75,0,44.25,65.25,0,0,0.25,0,0.25,0,0,0,21.7,0,14,17,0,12,0,91,62,0,0,0,0,1,0,0,0,29.3,"RB"
"2023","NO",18,"IND",7,8,"2023_08_NO_IND",0,"00-0037239","Chris Olave","WR",0,9,0,0,5,0,46,0,0,0,0,0,0,0,0,0,9.6,16.88,0,9.71428571428571,0,0,5.57142857142857,0,67.2857142857143,0,0,0.142857142857143,0,0,0,0,0,0,13.1571428571429,0,9,0,0,4.25,0,42.25,0,0,0.25,0,0,0,0,0,0,9.975,0,15,0,0,7,0,57,0,0,0,0,0,0,0,0,0,12.7,"WR"
"2023","NO",18,"IND",7,8,"2023_08_NO_IND",0,"00-0038551","Kendre Miller","RB",0,1,3,0,1,0,9,10,0,0,0,0,0,0,0,0,2.9,2.61,0,2,6,0,1.75,0,17.75,18.25,0,0,0,0,0,0,0,0,5.35,0,2,6,0,1.75,0,17.75,18.25,0,0,0,0,0,0,0,0,5.35,0,2,2,0,1,0,13,-1,0,0,0,0,0,0,0,0,2.2,"RB"
"2023","IND",7,"NO",29,8,"2023_08_NO_IND",1,"00-0038997","Josh Downs","WR",0,9,0,0,7,0,72,0,0,0,0,0,0,0,0,0,14.2,13.11,0,6.71428571428571,0,0,4.71428571428571,0,57.2857142857143,0,0,0.285714285714286,0,0,0,0,0,0,12.1571428571429,0,5.75,0,0,4.5,0,69.25,0,0,0.5,0,0,0,0,0,0,14.425,0,6,0,0,5,0,125,0,0,1,0,0,0,0,0,0,23.5,"KR"
"2023","IND",7,"NO",29,8,"2023_08_NO_IND",1,"00-0038997","Josh Downs","WR",0,9,0,0,7,0,72,0,0,0,0,0,0,0,0,0,14.2,13.11,0,6.71428571428571,0,0,4.71428571428571,0,57.2857142857143,0,0,0.285714285714286,0,0,0,0,0,0,12.1571428571429,0,5.75,0,0,4.5,0,69.25,0,0,0.5,0,0,0,0,0,0,14.425,0,6,0,0,5,0,125,0,0,1,0,0,0,0,0,0,23.5,"PR"
"2023","IND",7,"NO",29,8,"2023_08_NO_IND",1,"00-0038997","Josh Downs","WR",0,9,0,0,7,0,72,0,0,0,0,0,0,0,0,0,14.2,13.11,0,6.71428571428571,0,0,4.71428571428571,0,57.2857142857143,0,0,0.285714285714286,0,0,0,0,0,0,12.1571428571429,0,5.75,0,0,4.5,0,69.25,0,0,0.5,0,0,0,0,0,0,14.425,0,6,0,0,5,0,125,0,0,1,0,0,0,0,0,0,23.5,"WR"
"2023","IND",7,"NO",29,8,"2023_08_NO_IND",1,"00-0037292","Andrew Ogletree","TE",0,3,0,0,1,0,33,0,0,1,0,0,0,0,0,0,10.3,6,0,2.2,0,0,1.4,0,19,0,0,0.2,0,0,0,0,0,0,4.5,0,2.25,0,0,1.5,0,18.75,0,0,0.25,0,0,0,0,0,0,4.875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TE"
"2023","IND",7,"NO",29,8,"2023_08_NO_IND",1,"00-0036223","Jonathan Taylor","RB",0,2,12,0,1,0,2,95,0,0,0,0,0,0,0,0,10.7,11.21,0,3.66666666666667,10.6666666666667,0,3,0,35.6666666666667,37.3333333333333,0,0,0.333333333333333,0,0,0,0,0,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,18,0,3,0,45,75,0,0,1,0,0,0,0,0,21,"RB"
"2023","NO",18,"IND",7,8,"2023_08_NO_IND",0,"00-0037545","Rashid Shaheed","WR",0,3,0,0,3,0,153,0,0,1,0,0,0,0,0,0,24.3,7.72,0,5,0.857142857142857,0,2.85714285714286,0,46.5714285714286,4.71428571428571,0,0.285714285714286,0,0,0,0,0,0,9.7,0,5.75,0.75,0,2.75,0,43.5,5.5,0,0.25,0,0,0,0,0,0,9.15,0,8,1,0,4,0,28,4,0,0,0,0,0,0,0,0,7.2,"WR"
"2023","NO",18,"IND",7,8,"2023_08_NO_IND",0,"00-0037545","Rashid Shaheed","WR",0,3,0,0,3,0,153,0,0,1,0,0,0,0,0,0,24.3,7.72,0,5,0.857142857142857,0,2.85714285714286,0,46.5714285714286,4.71428571428571,0,0.285714285714286,0,0,0,0,0,0,9.7,0,5.75,0.75,0,2.75,0,43.5,5.5,0,0.25,0,0,0,0,0,0,9.15,0,8,1,0,4,0,28,4,0,0,0,0,0,0,0,0,7.2,"PR"
"2023","NO",18,"IND",7,8,"2023_08_NO_IND",0,"00-0037545","Rashid Shaheed","WR",0,3,0,0,3,0,153,0,0,1,0,0,0,0,0,0,24.3,7.72,0,5,0.857142857142857,0,2.85714285714286,0,46.5714285714286,4.71428571428571,0,0.285714285714286,0,0,0,0,0,0,9.7,0,5.75,0.75,0,2.75,0,43.5,5.5,0,0.25,0,0,0,0,0,0,9.15,0,8,1,0,4,0,28,4,0,0,0,0,0,0,0,0,7.2,"KR"
"2023","IND",7,"NO",29,8,"2023_08_NO_IND",1,"00-0037664","Alec Pierce","WR",0,5,0,0,3,0,41,0,0,0,0,0,0,0,0,0,7.1,7.41,0,3.57142857142857,0,0,2,0,28.8571428571429,0,0,0,0,0,0,0,0,0,4.88571428571429,0,3.25,0,0,2,0,31.5,0,0,0,0,0,0,0,0,0,5.15,0,3,0,0,3,0,53,0,0,0,0,0,0,0,0,0,8.3,"WR"
"2023","IND",7,"NO",29,8,"2023_08_NO_IND",1,"00-0036251","Zack Moss","RB",0,1,11,0,1,0,8,66,0,0,1,0,0,0,0,0,14.4,10.1,0,3.16666666666667,19,0,2.5,0,19.1666666666667,87.1666666666667,0,0.166666666666667,0.666666666666667,0,0.166666666666667,0,0,0,18.4666666666667,0,3,16.5,0,2.25,0,18.25,78.25,0,0,0.75,0,0.25,0,0,0,16.9,0,2,18,0,1,0,5,57,0,0,0,0,0,0,0,0,7.2,"RB"
"2023","NO",18,"IND",7,8,"2023_08_NO_IND",0,"00-0033948","Jamaal Williams","RB",0,1,6,0,1,0,8,30,0,0,0,0,0,0,0,0,4.8,3.99,0,2,18,0,2,0,7,45,0,0,0,0,0,0,0,0,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,18,0,2,0,7,45,0,0,0,0,0,0,0,0,7.2,NA
"2023","NO",18,"IND",7,8,"2023_08_NO_IND",0,"00-0036040","Juwan Johnson","TE",0,2,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1.5,5.35,0,4,0,0,2.33333333333333,0,20.3333333333333,0,0,0,0,0,0,0,0,0,4.36666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,0,2,0,12,0,0,0,0,0,0,0,0,0,3.2,"TE"
"2023","NO",18,"IND",7,8,"2023_08_NO_IND",0,"00-0033357","Taysom Hill","QB",2,1,9,1,1,44,14,63,0,0,2,0,0,0,0,0,22.46,14.65,0.428571428571429,2.71428571428571,4.14285714285714,0.428571428571429,2.14285714285714,3.57142857142857,16.4285714285714,20,0,0,0.142857142857143,0,0,0,0,0,6.78571428571429,0.5,3.75,3.25,0.5,3.25,4.25,26.75,12.25,0,0,0.25,0,0,0,0,0,8.82,0,5,5,0,4,0,50,18,0,0,1,0,0,0,0,0,16.8,"QB"
"2023","IND",7,"NO",29,8,"2023_08_NO_IND",1,"00-0038394","Will Mallory","TE",0,2,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1.6,3.48,0,1.33333333333333,0,0,0.666666666666667,0,16.3333333333333,0,0,0,0,0,0,0,0,0,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TE"
"2023","IND",7,"NO",29,8,"2023_08_NO_IND",1,"00-0033217","Mo Alie-Cox","TE",0,2,0,0,1,0,11,0,0,0,0,0,0,0,0,0,2.1,3.04,0,1.2,0,0,0.8,0,12.2,0,0,0.2,0,0,0,0,0,0,3.22,0,1,0,0,1,0,15.25,0,0,0.25,0,0,0,0,0,0,4.025,0,1,0,0,1,0,-6,0,0,0,0,0,0,0,0,0,0.4,"TE"
"2023","IND",7,"NO",29,8,"2023_08_NO_IND",1,"00-0035593","Juwann Winfree","WR",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR"
"2023","NYJ",29,"NYG",11,8,"2023_08_NYJ_NYG",0,"00-0037013","Zach Wilson","QB",36,0,4,17,0,240,0,25,1,0,0,0,0,0,0,0,14.1,11.63,30.3333333333333,0,3.16666666666667,18.3333333333333,0,182.833333333333,0,16.3333333333333,0.666666666666667,0,0,0.166666666666667,0,0.166666666666667,0.833333333333333,0,10.28,33.5,0,2.5,21,0,196.75,0,14,0.5,0,0,0.25,0,0.25,0.25,0,11.27,33,0,4,19,0,186,0,15,0,0,0,1,0,0,0,0,10.94,"QB"
"2023","NYJ",29,"NYG",11,8,"2023_08_NYJ_NYG",0,"00-0038120","Breece Hall","RB",0,9,12,0,6,0,76,17,0,1,0,0,0,0,0,0,21.3,17.62,0,3,11,0,2.16666666666667,0,18.8333333333333,71,0,0,0.333333333333333,0,0,0,0,0,13.15,0,3.5,13,0,3,0,23.25,72.5,0,0,0.5,0,0,0,0,0,15.575,0,5,12,0,5,0,54,39,0,0,1,0,0,0,0,0,20.3,"RB"
"2023","NYG",25,"NYJ",10,8,"2023_08_NYJ_NYG",1,"00-0028118","Tyrod Taylor","QB",7,0,5,4,0,8,0,33,0,0,0,0,0,0,0,0,3.62,5.61,16,0,3.4,10.6,0,114.2,0,13,0.4,0,0,0,0,0,0,0,7.468,19.5,0,4.25,12.75,0,141.25,0,16.25,0.5,0,0,0,0,0,0,0,9.275,29,0,8,18,0,279,0,25,2,0,0,0,0,0,0,0,21.66,"QB"
"2023","NYG",25,"NYJ",10,8,"2023_08_NYJ_NYG",1,"00-0035535","Darius Slayton","WR",0,2,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0.9,3.29,0,4.57142857142857,0,0,2.57142857142857,0,36.8571428571429,0,0,0,0,0,0,0,0,0,6.25714285714286,0,3.75,0,0,2.25,0,37.25,0,0,0,0,0,0,0,0,0,5.975,0,2,0,0,1,0,22,0,0,0,0,0,0,0,0,0,3.2,"WR"
"2023","NYG",25,"NYJ",10,8,"2023_08_NYJ_NYG",1,"00-0035535","Darius Slayton","WR",0,2,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0.9,3.29,0,4.57142857142857,0,0,2.57142857142857,0,36.8571428571429,0,0,0,0,0,0,0,0,0,6.25714285714286,0,3.75,0,0,2.25,0,37.25,0,0,0,0,0,0,0,0,0,5.975,0,2,0,0,1,0,22,0,0,0,0,0,0,0,0,0,3.2,"PR"
"2023","NYJ",29,"NYG",11,8,"2023_08_NYJ_NYG",0,"00-0034521","Allen Lazard","WR",0,6,0,0,3,0,45,0,0,0,0,0,0,0,0,0,7.5,8.84,0,3.83333333333333,0,0,2.33333333333333,0,35,0,0,0.166666666666667,0,0,0,0,0,0,6.83333333333333,0,3.75,0,0,2.5,0,35.25,0,0,0.25,0,0,0,0,0,0,7.525,0,3,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1.8,"WR"
"2023","NYJ",29,"NYG",11,8,"2023_08_NYJ_NYG",0,"00-0038496","Xavier Gipson","WR",0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0.3,1.33,0,1,2,0,1,0,4,13,0,0,0,0,0,0,0,0,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,1,0,4,13,0,0,0,0,0,0,0,0,2.7,"PR"
"2023","NYJ",29,"NYG",11,8,"2023_08_NYJ_NYG",0,"00-0038496","Xavier Gipson","WR",0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0.3,1.33,0,1,2,0,1,0,4,13,0,0,0,0,0,0,0,0,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,1,0,4,13,0,0,0,0,0,0,0,0,2.7,"WR"
